,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.12525131606883338,0.02356783356093829,0.12736898648860112,0.11723618778213292
1,500,0.06804915480663909,0.0093685047974139,0.03595540025121595,0.044684495828029885
2,1000,0.06743445395828469,0.0047711197599601745,0.00036180805984089594,0.0002762939506768063
3,5000,0.06661149387654579,0.004309795389010431,2.2748019420848632e-17,2.8567861217692366e-17
