,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.6176084174779217,0.45609772179155766,0.33943559496556536,0.41827969747298943
1,500,0.871911550644777,0.2448238772722239,6.39537094258416e-67,1.2790741885168316e-66
2,1000,0.43624414125359223,0.4582194324573983,0.0010372395138374259,0.0016808111507632438
3,5000,0.693510348680747,0.3870400643220699,8.2002629937863525e-25,1.6400525987572707e-24
