airport,distribution,n_samples,log_likelihood,aic,ks_statistic,p_value,parameters,data_support,units
LEMD,normal,476844,-2061753.2711092033,4123510.5422184067,0.11258311052871839,0.0,"(np.float64(6.628393982098968), np.float64(18.261763074612205))",signed,minutes
LEMD,nct,476844,-1916868.1950915805,3833744.390183161,0.0033875815349808658,3.523820617899064e-05,"(np.float64(3.6669526688159864), np.float64(0.9499282514623348), np.float64(-5.2374200398722035), np.float64(9.671537212212147))",signed,minutes
LEMD,lognorm,318721,-1149526.8749928519,2299059.7499857037,0.027879211530024206,1.2128994255040377e-215,"(np.float64(0.8466082893197447), -1.3559583144911806, np.float64(10.530392371828668))",positive,minutes
LEMD,gamma,318721,-3771534.801721463,7543075.603442926,0.986499560229096,0.0,"(np.float64(0.0030235378249210084), np.float64(0.016666666666666663), np.float64(3.4213926582997565))",positive,minutes
LEMD,burr12,318721,-1143818.0506358074,2287644.101271615,0.016150412846740347,1.2107823951310975e-72,"(np.float64(1.2387837013412057), np.float64(4.246841925870621), np.float64(0.0007819864186100068), np.float64(38.29493966563534))",positive,minutes
LEMD,gengamma,318721,-1146656.4361914773,2293320.8723829547,0.02399272699700422,8.165949340753845e-160,"(np.float64(2.2508129332509794), np.float64(0.6760454284001044), np.float64(-0.04993068422949272), np.float64(3.5686042853093753))",positive,minutes
LEMD,lomax,318721,-1148486.8286206275,2296979.657241255,0.051373132708282254,0.0,"(np.float64(18.499505031167423), np.float64(0.0166666666665189), np.float64(236.7754550889813))",positive,minutes
LEMD,invgauss,318721,-1150894.3917513378,2301794.7835026756,0.02790073476882232,5.6408210118579924e-216,"(np.float64(0.8135001102008896), np.float64(-2.105364949584195), np.float64(19.29789578088716))",positive,minutes
LEMD,expon,318721,-1150060.8216415772,2300125.6432831543,0.03935455930737594,0.0,"(0.016666666666666666, 13.576797104677759)",positive,minutes
