,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.521056560824201,0.37928815238697905,0.2529019118284482,0.3807930042578685
1,500,0.34899540562922304,0.3673964715814344,0.12144651840502493,0.12780467472617557
2,1000,0.4314869072038481,0.32788244363781094,0.004684942899176187,0.0058097630564835495
3,5000,0.5123111228498901,0.36780669428632723,1.8705632562251774e-12,3.741126512443621e-12
