Airport,Delay_Type,Param,Value
EGLL,positive,c,3.118046847742542
EGLL,positive,c,3.097619629462075
EGLL,positive,c,3.044456837774928
EGLL,positive,c,3.1691423293746226
EGLL,positive,c,3.0849058023001796
EGLL,positive,c,3.0747847773414065
EGLL,positive,c,3.055140278708138
EGLL,positive,c,3.031885363419048
EGLL,positive,c,3.1431067273175346
EGLL,positive,c,3.0876866364122444
EGLL,positive,c,3.0212309923469096
EGLL,positive,c,3.0457208667127906
EGLL,positive,c,3.0612861472629094
EGLL,positive,c,3.0686967925900768
EGLL,positive,c,3.08939542119062
EGLL,positive,c,3.1033545499424022
EGLL,positive,c,3.1180211048531628
EGLL,positive,c,3.088501468003756
EGLL,positive,c,3.099703373827083
EGLL,positive,c,3.1146957094896277
EGLL,positive,c,3.1073952484695306
EGLL,positive,c,3.0810440536020947
EGLL,positive,c,3.0821990080237596
EGLL,positive,c,3.1130832853725643
EGLL,positive,c,3.0346110832384414
EGLL,positive,c,3.0143945031323787
EGLL,positive,c,3.0938100269596127
EGLL,positive,c,3.06693458862846
EGLL,positive,c,2.9974964023879975
EGLL,positive,c,3.1024807804746457
EGLL,positive,c,3.1437042131488786
EGLL,positive,c,3.0971643644351934
EGLL,positive,c,3.0818445277935314
EGLL,positive,c,3.066042097331283
EGLL,positive,c,3.0423795198589962
EGLL,positive,c,3.146677311493672
EGLL,positive,c,3.052375445443147
EGLL,positive,c,3.1232042557261908
EGLL,positive,c,3.0883625965405024
EGLL,positive,c,3.029074299451555
EGLL,positive,c,3.0955835923932953
EGLL,positive,c,3.114565932001855
EGLL,positive,c,3.102886941153794
EGLL,positive,c,3.101340432065216
EGLL,positive,c,3.084397667328512
EGLL,positive,c,3.100007565167545
EGLL,positive,c,3.0883639941977172
EGLL,positive,c,3.0661913476809515
EGLL,positive,c,3.00656854927699
EGLL,positive,c,3.1124363638379897
EGLL,positive,c,3.0740686148655434
EGLL,positive,c,3.0807099354338234
EGLL,positive,c,3.053328480325207
EGLL,positive,c,3.102065727153144
EGLL,positive,c,3.0594374972949487
EGLL,positive,c,3.057016404286189
EGLL,positive,c,3.0699846420782153
EGLL,positive,c,3.1393319848147074
EGLL,positive,c,3.096409644103276
EGLL,positive,c,3.0979104803494595
EGLL,positive,c,3.1437517711940934
EGLL,positive,c,3.0901973218015524
EGLL,positive,c,3.10787524897297
EGLL,positive,c,3.0799605629384907
EGLL,positive,c,3.0206289450191974
EGLL,positive,c,3.0760961858792353
EGLL,positive,c,3.122671965356416
EGLL,positive,c,3.0791647216223335
EGLL,positive,c,3.0680669842711703
EGLL,positive,c,3.1044872924296416
EGLL,positive,c,3.1278024110842577
EGLL,positive,c,3.102107728723846
EGLL,positive,c,3.053590041420008
EGLL,positive,c,3.1382557833563336
EGLL,positive,c,3.0540897720962934
EGLL,positive,c,3.088551811166778
EGLL,positive,c,3.1085126726771692
EGLL,positive,c,3.089177687855147
EGLL,positive,c,3.1328989991167377
EGLL,positive,c,3.0891310569376476
EGLL,positive,c,3.1043528014786967
EGLL,positive,c,3.0589582348706363
EGLL,positive,c,3.107653584614107
EGLL,positive,c,3.077966732160604
EGLL,positive,c,3.1145794964333287
EGLL,positive,c,3.096835187488308
EGLL,positive,c,3.1127869824412855
EGLL,positive,c,2.977197840864614
EGLL,positive,c,3.093913830381571
EGLL,positive,c,3.0597259753412014
EGLL,positive,c,3.0646265250998983
EGLL,positive,c,3.097831406374458
EGLL,positive,c,3.096607065507162
EGLL,positive,c,3.103664133646941
EGLL,positive,c,3.0295134105791917
EGLL,positive,c,3.126730213512582
EGLL,positive,c,3.0765050842305124
EGLL,positive,c,3.099831162052718
EGLL,positive,c,3.052681399072389
EGLL,positive,c,3.113717817063797
EGLL,positive,c,3.0671524466695597
EGLL,positive,c,3.133839147110068
EGLL,positive,c,3.1460730232473626
EGLL,positive,c,3.0640479028911423
EGLL,positive,c,3.1006116789275238
EGLL,positive,c,3.093121955861709
EGLL,positive,c,3.0864595332407716
EGLL,positive,c,3.1202075177615187
EGLL,positive,c,3.083171141474917
EGLL,positive,c,3.0595642076952245
EGLL,positive,c,3.11727607793061
EGLL,positive,c,3.044834117314379
EGLL,positive,c,3.086385554261345
EGLL,positive,c,3.1300112626201457
EGLL,positive,c,3.023485548611897
EGLL,positive,c,3.0666889967204476
EGLL,positive,c,3.1125975902345155
EGLL,positive,c,3.1014249121652036
EGLL,positive,c,3.04613276897022
EGLL,positive,c,3.1486424990967175
EGLL,positive,c,3.067217420243707
EGLL,positive,c,3.1073163860333395
EGLL,positive,c,3.1019637381768974
EGLL,positive,c,3.054318553472049
EGLL,positive,c,3.0803507640938683
EGLL,positive,c,3.0981346953940827
EGLL,positive,c,3.0972189897039843
EGLL,positive,c,3.1049781699737924
EGLL,positive,c,3.0470440673501376
EGLL,positive,c,3.094553657877878
EGLL,positive,c,3.082516605505245
EGLL,positive,c,3.0490806318242587
EGLL,positive,c,3.0419568533998915
EGLL,positive,c,3.1713472199156842
EGLL,positive,c,3.0235487204579523
EGLL,positive,c,3.1083345830320854
EGLL,positive,c,3.1002151466830026
EGLL,positive,c,3.15784819102917
EGLL,positive,c,3.096100737483389
EGLL,positive,c,2.9950873955706903
EGLL,positive,c,3.062812107208183
EGLL,positive,c,3.1134924093273257
EGLL,positive,c,3.057950327146232
EGLL,positive,c,3.096069993410765
EGLL,positive,c,3.107600452511842
EGLL,positive,c,3.0673201967241086
EGLL,positive,c,3.090598504552795
EGLL,positive,c,3.075795399767178
EGLL,positive,c,3.0666650024617184
EGLL,positive,c,3.0772417544952066
EGLL,positive,c,3.057600570451622
EGLL,positive,c,3.089266838095858
EGLL,positive,c,3.0450067822578593
EGLL,positive,c,3.106723085350401
EGLL,positive,c,3.134883464012222
EGLL,positive,c,3.073795226894666
EGLL,positive,c,3.106845430739376
EGLL,positive,c,3.1063530171301226
EGLL,positive,c,3.130078557262296
EGLL,positive,c,3.1123570873643347
EGLL,positive,c,3.0750913652766183
EGLL,positive,c,3.0507767134143577
EGLL,positive,c,3.054606225489618
EGLL,positive,c,3.132360362757453
EGLL,positive,c,3.1080953083970706
EGLL,positive,c,3.117825536924222
EGLL,positive,c,3.09778395677557
EGLL,positive,c,2.994370371680793
EGLL,positive,c,3.0968129192673235
EGLL,positive,c,3.098641491095394
EGLL,positive,c,3.056928050024154
EGLL,positive,c,3.115036708387389
EGLL,positive,c,3.0295933797834653
EGLL,positive,c,3.102221712478216
EGLL,positive,c,3.0639030902103097
EGLL,positive,c,3.134976891997629
EGLL,positive,c,3.103582382448538
EGLL,positive,c,3.091033529601889
EGLL,positive,c,3.113663857948053
EGLL,positive,c,3.1156522188258715
EGLL,positive,c,3.0995758015681156
EGLL,positive,c,3.1155546741750753
EGLL,positive,c,3.108418841533508
EGLL,positive,c,3.0412973367310236
EGLL,positive,c,3.1165769176417104
EGLL,positive,c,3.102976837618635
EGLL,positive,c,3.076376614076806
EGLL,positive,c,3.0786432679069207
EGLL,positive,c,3.0590891185624534
EGLL,positive,c,3.0634794317185863
EGLL,positive,c,3.1223961297593763
EGLL,positive,c,3.1035203730641907
EGLL,positive,c,3.0757006562676534
EGLL,positive,c,3.0995714067665467
EGLL,positive,c,3.0812342258542236
EGLL,positive,c,3.0860290142781412
EGLL,positive,c,3.0805301902342883
EGLL,positive,c,3.1067934001803263
EGLL,positive,c,3.0951641207088936
EGLL,positive,c,3.094566956862593
EGLL,positive,c,3.1017691315578855
EGLL,positive,c,3.1119042788685354
EGLL,positive,c,3.061130186877749
EGLL,positive,c,3.0655051837095955
EGLL,positive,c,3.0859133443822473
EGLL,positive,c,3.065285880233006
EGLL,positive,c,3.1104027931790608
EGLL,positive,c,3.0568731119759773
EGLL,positive,c,3.1286754617418655
EGLL,positive,c,3.093183999872312
EGLL,positive,c,3.1218869033383907
EGLL,positive,c,3.050311902112022
EGLL,positive,c,3.079002670763561
EGLL,positive,c,3.083534424906839
EGLL,positive,c,3.132610203608252
EGLL,positive,c,3.077990759577224
EGLL,positive,c,3.115517068778636
EGLL,positive,c,3.0712401597979584
EGLL,positive,c,3.0816545924087757
EGLL,positive,c,3.025475653012796
EGLL,positive,c,3.136669687657796
EGLL,positive,c,3.1166036427369974
EGLL,positive,c,3.0685136330466865
EGLL,positive,c,3.127963465581292
EGLL,positive,c,3.1074159577230196
EGLL,positive,c,3.1398200711848805
EGLL,positive,c,3.1291738230619766
EGLL,positive,c,3.132231740479348
EGLL,positive,c,3.0819254300718533
EGLL,positive,c,3.0788943207370174
EGLL,positive,c,3.083066870618228
EGLL,positive,c,3.0777184300833946
EGLL,positive,c,3.078901470117709
EGLL,positive,c,3.015659547723285
EGLL,positive,c,3.1228409677863374
EGLL,positive,c,3.106727640943787
EGLL,positive,c,3.0823130152562923
EGLL,positive,c,3.0465624264515725
EGLL,positive,c,3.01535413328516
EGLL,positive,c,3.112291284028033
EGLL,positive,c,3.1147959099490015
EGLL,positive,c,3.098055593739601
EGLL,positive,c,3.10252567288712
EGLL,positive,c,3.0509462243294734
EGLL,positive,c,3.1194330541686988
EGLL,positive,c,3.070606208988683
EGLL,positive,c,3.116638481943735
EGLL,positive,c,3.0858357686058726
EGLL,positive,c,3.0826833097466535
EGLL,positive,c,3.098784965686444
EGLL,positive,c,3.1080930879844066
EGLL,positive,c,3.0889511665305456
EGLL,positive,c,3.0856475704252553
EGLL,positive,c,3.1044513400335183
EGLL,positive,c,3.1445367501314396
EGLL,positive,c,3.20858458143178
EGLL,positive,c,3.0800749385679707
EGLL,positive,c,3.1606222263212915
EGLL,positive,c,3.070007375567739
EGLL,positive,c,2.9700742307229255
EGLL,positive,c,2.979010639986482
EGLL,positive,c,3.0669632410723224
EGLL,positive,c,3.0953021684260205
EGLL,positive,c,3.1215828675871373
EGLL,positive,c,3.149496404154477
EGLL,positive,c,3.107342560980805
EGLL,positive,c,3.11607694403977
EGLL,positive,c,3.1336924554474077
EGLL,positive,c,3.1475388185576025
EGLL,positive,c,3.073668493512289
EGLL,positive,c,3.074510334840244
EGLL,positive,c,3.0760296841320653
EGLL,positive,c,3.0794035850688077
EGLL,positive,c,3.0851076219874014
EGLL,positive,c,3.0391483892804434
EGLL,positive,c,3.070983014589914
EGLL,positive,c,3.073190094664282
EGLL,positive,c,3.1002793485686047
EGLL,positive,c,3.1496856817477976
EGLL,positive,c,3.1032153004242202
EGLL,positive,c,3.0906931845477787
EGLL,positive,c,3.046019169956633
EGLL,positive,c,3.091888183243661
EGLL,positive,c,3.070877709091106
EGLL,positive,c,3.093903691666407
EGLL,positive,c,3.0740832887185507
EGLL,positive,c,3.1195486644059827
EGLL,positive,c,3.0555455447055637
EGLL,positive,c,3.066139303552389
EGLL,positive,c,3.092493201967889
EGLL,positive,c,3.074163149579464
EGLL,positive,c,3.0958714024045175
EGLL,positive,c,3.063071117108576
EGLL,positive,c,3.0705144797951878
EGLL,positive,c,3.108368299196016
EGLL,positive,c,3.1075563558812886
EGLL,positive,c,3.067185983850338
