Airport,Delay_Type,Param,Value
EDDF,positive,loc,0.01672206010007828
EDDF,positive,loc,0.016839043124348037
EDDF,positive,loc,0.016684863715704913
EDDF,positive,loc,0.016888420554500426
EDDF,positive,loc,0.016738591312005738
EDDF,positive,loc,0.0168403017600782
EDDF,positive,loc,0.016818507269246635
EDDF,positive,loc,0.016699907839897825
EDDF,positive,loc,0.01688093498257707
EDDF,positive,loc,0.016795247530421192
EDDF,positive,loc,0.017392860768144086
EDDF,positive,loc,0.01699121789017191
EDDF,positive,loc,0.01667631436977467
EDDF,positive,loc,0.016693660173787418
EDDF,positive,loc,0.01683691737198246
EDDF,positive,loc,0.016968851743358097
EDDF,positive,loc,0.016748583094989816
EDDF,positive,loc,0.01672168253474486
EDDF,positive,loc,0.01674599303020079
EDDF,positive,loc,0.016894083809108847
EDDF,positive,loc,0.01680914741446977
EDDF,positive,loc,0.01692888897733839
EDDF,positive,loc,0.01671201475802466
EDDF,positive,loc,0.016842304677976684
EDDF,positive,loc,0.01707073879645614
EDDF,positive,loc,0.017089222430790075
EDDF,positive,loc,0.017421754975816724
EDDF,positive,loc,0.016666709045905455
EDDF,positive,loc,0.017187606321786186
EDDF,positive,loc,0.017226790756555567
EDDF,positive,loc,0.016705136089925382
EDDF,positive,loc,0.0167185536993411
EDDF,positive,loc,0.016774246440904843
EDDF,positive,loc,0.016808749772089505
EDDF,positive,loc,0.016854120282124366
EDDF,positive,loc,0.01668339295236642
EDDF,positive,loc,0.01670499996017001
EDDF,positive,loc,0.017007536404556635
EDDF,positive,loc,0.016767020579830906
EDDF,positive,loc,0.016674677931715863
EDDF,positive,loc,0.01711080339361816
EDDF,positive,loc,0.017574372725571517
EDDF,positive,loc,0.016677044631767748
EDDF,positive,loc,0.016830536611026868
EDDF,positive,loc,0.016873836135939096
EDDF,positive,loc,0.01686435091967463
EDDF,positive,loc,0.01675175362424662
EDDF,positive,loc,0.016745523021813723
EDDF,positive,loc,0.01687103999486587
EDDF,positive,loc,0.01668701107191521
EDDF,positive,loc,0.016752638430299973
EDDF,positive,loc,0.01685930885537204
EDDF,positive,loc,0.016771311494280614
EDDF,positive,loc,0.016704270966838995
EDDF,positive,loc,0.017368660611706693
EDDF,positive,loc,0.016816143437181963
EDDF,positive,loc,0.01691279712222946
EDDF,positive,loc,0.016699842152612245
EDDF,positive,loc,0.016965906277671132
EDDF,positive,loc,0.016695551285594874
EDDF,positive,loc,0.016797100821914143
EDDF,positive,loc,0.017010941952409576
EDDF,positive,loc,0.016668122592620543
EDDF,positive,loc,0.016756969483458672
EDDF,positive,loc,0.016817721516467952
EDDF,positive,loc,0.016675213814016203
EDDF,positive,loc,0.016667110238988245
EDDF,positive,loc,0.01672667676228005
EDDF,positive,loc,0.016722173597941193
EDDF,positive,loc,0.016979226382297125
EDDF,positive,loc,0.016674664722598233
EDDF,positive,loc,0.017233644386097254
EDDF,positive,loc,0.01687823732271987
EDDF,positive,loc,0.016688603661083247
EDDF,positive,loc,0.016667435218051946
EDDF,positive,loc,0.01673573114563405
EDDF,positive,loc,0.01671902699438977
EDDF,positive,loc,0.016742901511682992
EDDF,positive,loc,0.01687297545711552
EDDF,positive,loc,0.01701927455748696
EDDF,positive,loc,0.016826330814742625
EDDF,positive,loc,0.016819245536361868
EDDF,positive,loc,0.01683120783637534
EDDF,positive,loc,0.01678968749857912
EDDF,positive,loc,0.016843653035863444
EDDF,positive,loc,0.016753164097089754
EDDF,positive,loc,0.01668321489540383
EDDF,positive,loc,0.016813590072263004
EDDF,positive,loc,0.016716481551152892
EDDF,positive,loc,0.01684489886813245
EDDF,positive,loc,0.0168732305417514
EDDF,positive,loc,0.01718614945060396
EDDF,positive,loc,0.0167340595204909
EDDF,positive,loc,0.016913603539333678
EDDF,positive,loc,0.016804249562111115
EDDF,positive,loc,0.01678987067880299
EDDF,positive,loc,0.016820893825410882
EDDF,positive,loc,0.016740535424682675
EDDF,positive,loc,0.016740005766613636
EDDF,positive,loc,0.01676469533988627
EDDF,positive,loc,0.01686425491878433
EDDF,positive,loc,0.01674047598419945
EDDF,positive,loc,0.016935411623758934
EDDF,positive,loc,0.016765865328383124
EDDF,positive,loc,0.016759427064966515
EDDF,positive,loc,0.016736557814934966
EDDF,positive,loc,0.01682952886429317
EDDF,positive,loc,0.01680984067207956
EDDF,positive,loc,0.016840032524030768
EDDF,positive,loc,0.01680128593788721
EDDF,positive,loc,0.01780819277570985
EDDF,positive,loc,0.017275540791625434
EDDF,positive,loc,0.0167027874961102
EDDF,positive,loc,0.017304402525376412
EDDF,positive,loc,0.01741802864374125
EDDF,positive,loc,0.016871236162834674
EDDF,positive,loc,0.01674689938052731
EDDF,positive,loc,0.016807024248095347
EDDF,positive,loc,0.016694521674411388
EDDF,positive,loc,0.017108457295739645
EDDF,positive,loc,0.0166912931342951
EDDF,positive,loc,0.016685365760853284
EDDF,positive,loc,0.01674306557544926
EDDF,positive,loc,0.016936303398799618
EDDF,positive,loc,0.01672292821498428
EDDF,positive,loc,0.01670569367436061
EDDF,positive,loc,0.01707642235692369
EDDF,positive,loc,0.016975790618712815
EDDF,positive,loc,0.01676649504329813
EDDF,positive,loc,0.01688794169555321
EDDF,positive,loc,0.01719504876942157
EDDF,positive,loc,0.01677632406080199
EDDF,positive,loc,0.016905374446089357
EDDF,positive,loc,0.01667997495245161
EDDF,positive,loc,0.016835059492777193
EDDF,positive,loc,0.017096828197773115
EDDF,positive,loc,0.016700271296666843
EDDF,positive,loc,0.016693871143329188
EDDF,positive,loc,0.016691904757299363
EDDF,positive,loc,0.016842348661897693
EDDF,positive,loc,0.01669847471687742
EDDF,positive,loc,0.016729983031060523
EDDF,positive,loc,0.01679798672409408
EDDF,positive,loc,0.016774333967195312
EDDF,positive,loc,0.016714726028845182
EDDF,positive,loc,0.016837983242193225
EDDF,positive,loc,0.01680939518649478
EDDF,positive,loc,0.0168431873706735
EDDF,positive,loc,0.01692736109516535
EDDF,positive,loc,0.016699172131454578
EDDF,positive,loc,0.016804072949137126
EDDF,positive,loc,0.016766429037524497
EDDF,positive,loc,0.016914832978231317
EDDF,positive,loc,0.016710408629481036
EDDF,positive,loc,0.016667436660339034
EDDF,positive,loc,0.01669602920796505
EDDF,positive,loc,0.016838936165111937
EDDF,positive,loc,0.016688858680302756
EDDF,positive,loc,0.01731393079602434
EDDF,positive,loc,0.01680723693888999
EDDF,positive,loc,0.01675694979089366
EDDF,positive,loc,0.017100498772566468
EDDF,positive,loc,0.017324202689210644
EDDF,positive,loc,0.016746013035187128
EDDF,positive,loc,0.016802238440140484
EDDF,positive,loc,0.016889538008073576
EDDF,positive,loc,0.01695943225466543
EDDF,positive,loc,0.01677334812356654
EDDF,positive,loc,0.016876451322497803
EDDF,positive,loc,0.01673025498834398
EDDF,positive,loc,0.01685633942537125
EDDF,positive,loc,0.01698661114543283
EDDF,positive,loc,0.01722808868118421
EDDF,positive,loc,0.01681527950251195
EDDF,positive,loc,0.016671905810289905
EDDF,positive,loc,0.016892363893273494
EDDF,positive,loc,0.016728182600690297
EDDF,positive,loc,0.016685272513224134
EDDF,positive,loc,0.016767425316207868
EDDF,positive,loc,0.016690645198729336
EDDF,positive,loc,0.01714924945319269
EDDF,positive,loc,0.016840735367969303
EDDF,positive,loc,0.016816191776608938
EDDF,positive,loc,0.016795368390891626
EDDF,positive,loc,0.016717311631389453
EDDF,positive,loc,0.017360540289070296
EDDF,positive,loc,0.016741874986309527
EDDF,positive,loc,0.0167670680772722
EDDF,positive,loc,0.01690381017881851
EDDF,positive,loc,0.017186206449112167
EDDF,positive,loc,0.016668664395405177
EDDF,positive,loc,0.016898258977641547
EDDF,positive,loc,0.016792696072621918
EDDF,positive,loc,0.016962974043047495
EDDF,positive,loc,0.01700878102973131
EDDF,positive,loc,0.017924375433019963
EDDF,positive,loc,0.01680674772218054
EDDF,positive,loc,0.016777955109091847
EDDF,positive,loc,0.016835416395221823
EDDF,positive,loc,0.016901632089903217
EDDF,positive,loc,0.016764537413894255
EDDF,positive,loc,0.01679298012388843
EDDF,positive,loc,0.017424265773070876
EDDF,positive,loc,0.016684609937182453
EDDF,positive,loc,0.01699484533669706
EDDF,positive,loc,0.01666855532600901
EDDF,positive,loc,0.016990225112967067
EDDF,positive,loc,0.016807561728368867
EDDF,positive,loc,0.017262901857692338
EDDF,positive,loc,0.016851463715567682
EDDF,positive,loc,0.016722082065932103
EDDF,positive,loc,0.016830687045110218
EDDF,positive,loc,0.01695914805980319
EDDF,positive,loc,0.01674007436146794
EDDF,positive,loc,0.01669907008194001
EDDF,positive,loc,0.017066945776375575
EDDF,positive,loc,0.017109339581652786
EDDF,positive,loc,0.016847595191610547
EDDF,positive,loc,0.016936739870687802
EDDF,positive,loc,0.016731569786837805
EDDF,positive,loc,0.016732336185206736
EDDF,positive,loc,0.016856008830342044
EDDF,positive,loc,0.01714216356253193
EDDF,positive,loc,0.016675395575328718
EDDF,positive,loc,0.016725458809622194
EDDF,positive,loc,0.016739014720666093
EDDF,positive,loc,0.01673067745039481
EDDF,positive,loc,0.016875845089512308
EDDF,positive,loc,0.01687726401859003
EDDF,positive,loc,0.01752794398217406
EDDF,positive,loc,0.01667564270521831
EDDF,positive,loc,0.016682980131923646
EDDF,positive,loc,0.016766449449960842
EDDF,positive,loc,0.016800488047431172
EDDF,positive,scale,19.038976550167355
EDDF,positive,scale,18.790362883642274
EDDF,positive,scale,18.701954396324624
EDDF,positive,scale,19.074697364777194
EDDF,positive,scale,19.181058090477038
EDDF,positive,scale,18.887334383636393
EDDF,positive,scale,19.28096163737651
EDDF,positive,scale,19.666538769452938
EDDF,positive,scale,18.352799505546873
EDDF,positive,scale,19.536386006958804
EDDF,positive,scale,19.19966661510552
EDDF,positive,scale,19.306244048537103
EDDF,positive,scale,18.26669359399874
EDDF,positive,scale,19.28303725950227
EDDF,positive,scale,18.99957415078783
EDDF,positive,scale,18.623587121263157
EDDF,positive,scale,19.158337098140844
EDDF,positive,scale,19.223573477599217
EDDF,positive,scale,19.426425081033813
EDDF,positive,scale,19.125831075799518
EDDF,positive,scale,19.278209224586604
EDDF,positive,scale,19.420537211189004
EDDF,positive,scale,19.28484799924198
EDDF,positive,scale,19.85488519327184
EDDF,positive,scale,18.08048318201582
EDDF,positive,scale,19.7192077315222
EDDF,positive,scale,21.01889826415264
EDDF,positive,scale,19.62607627388123
EDDF,positive,scale,18.694985036182885
EDDF,positive,scale,19.01985356210386
EDDF,positive,scale,18.842368027537418
EDDF,positive,scale,18.695663171301277
EDDF,positive,scale,19.52065158830863
EDDF,positive,scale,19.673201000969318
EDDF,positive,scale,18.578790948908107
EDDF,positive,scale,19.184577849972037
EDDF,positive,scale,18.834283594954332
EDDF,positive,scale,19.49981598236984
EDDF,positive,scale,19.663736493598876
EDDF,positive,scale,19.128668302086915
EDDF,positive,scale,20.932336077993092
EDDF,positive,scale,18.739971884638244
EDDF,positive,scale,18.085226015064038
EDDF,positive,scale,19.833394947339404
EDDF,positive,scale,19.25503852664896
EDDF,positive,scale,19.620934528768103
EDDF,positive,scale,19.196920271914557
EDDF,positive,scale,17.69593507733787
EDDF,positive,scale,18.886360233278104
EDDF,positive,scale,19.058113412020553
EDDF,positive,scale,19.21444799943589
EDDF,positive,scale,18.075310863211165
EDDF,positive,scale,19.964041555908146
EDDF,positive,scale,18.132157453946085
EDDF,positive,scale,17.706751372686625
EDDF,positive,scale,20.39608335908851
EDDF,positive,scale,19.341579305415813
EDDF,positive,scale,19.03976544139305
EDDF,positive,scale,20.005426861246306
EDDF,positive,scale,19.46157558440506
EDDF,positive,scale,19.560924530797976
EDDF,positive,scale,19.764442840128773
EDDF,positive,scale,19.10885070403718
EDDF,positive,scale,19.03975827408678
EDDF,positive,scale,19.026367198552066
EDDF,positive,scale,19.641481440455074
EDDF,positive,scale,19.03540725969245
EDDF,positive,scale,19.491170976581287
EDDF,positive,scale,19.674179165751
EDDF,positive,scale,19.40625221773953
EDDF,positive,scale,19.28714893907036
EDDF,positive,scale,18.921801055432276
EDDF,positive,scale,19.219882357274336
EDDF,positive,scale,18.03851593393292
EDDF,positive,scale,19.164276569599465
EDDF,positive,scale,18.82807741082292
EDDF,positive,scale,19.122770978395664
EDDF,positive,scale,18.742941434127292
EDDF,positive,scale,18.358026999212314
EDDF,positive,scale,19.582967651821697
EDDF,positive,scale,19.42430685905041
EDDF,positive,scale,19.119833299466855
EDDF,positive,scale,21.151841486464814
EDDF,positive,scale,19.613567751556356
EDDF,positive,scale,19.131306758954032
EDDF,positive,scale,19.57806015191192
EDDF,positive,scale,18.998174955819778
EDDF,positive,scale,18.84347216331898
EDDF,positive,scale,19.193990425767076
EDDF,positive,scale,19.724690771763502
EDDF,positive,scale,18.95315843235608
EDDF,positive,scale,19.03869868880119
EDDF,positive,scale,20.72504614248657
EDDF,positive,scale,19.915313416222535
EDDF,positive,scale,18.899704019911674
EDDF,positive,scale,19.188032474057337
EDDF,positive,scale,18.775508360858197
EDDF,positive,scale,18.56413304828317
EDDF,positive,scale,19.416596029176873
EDDF,positive,scale,19.126831343252455
EDDF,positive,scale,19.32375409484581
EDDF,positive,scale,19.492866368528905
EDDF,positive,scale,18.26563619366442
EDDF,positive,scale,18.997841754524927
EDDF,positive,scale,19.14648983809358
EDDF,positive,scale,19.766377187456268
EDDF,positive,scale,18.840587143025363
EDDF,positive,scale,18.47855852121409
EDDF,positive,scale,19.288704344626474
EDDF,positive,scale,18.257062851328353
EDDF,positive,scale,19.23500922140143
EDDF,positive,scale,19.28297660851326
EDDF,positive,scale,19.23025859806124
EDDF,positive,scale,18.48067085802142
EDDF,positive,scale,18.896176564375857
EDDF,positive,scale,19.295941272702024
EDDF,positive,scale,20.271607681183013
EDDF,positive,scale,18.76904426952938
EDDF,positive,scale,19.625658499192898
EDDF,positive,scale,18.82390192642553
EDDF,positive,scale,18.65733539199179
EDDF,positive,scale,18.97640520373981
EDDF,positive,scale,19.188584034108466
EDDF,positive,scale,19.530085376401757
EDDF,positive,scale,19.329220846436037
EDDF,positive,scale,18.29465173988046
EDDF,positive,scale,19.458184264456445
EDDF,positive,scale,19.68894083423262
EDDF,positive,scale,20.34651559023889
EDDF,positive,scale,19.404919557053102
EDDF,positive,scale,18.947248390488184
EDDF,positive,scale,18.941496501637133
EDDF,positive,scale,18.97586681420575
EDDF,positive,scale,19.212324675691505
EDDF,positive,scale,18.27939393569021
EDDF,positive,scale,19.363660401429968
EDDF,positive,scale,19.201591348510544
EDDF,positive,scale,19.52500798020168
EDDF,positive,scale,19.235840002858303
EDDF,positive,scale,18.41776487689053
EDDF,positive,scale,19.187241796316904
EDDF,positive,scale,19.75210437228977
EDDF,positive,scale,19.106147022784498
EDDF,positive,scale,19.048853838774697
EDDF,positive,scale,17.87347991687878
EDDF,positive,scale,19.385444994359617
EDDF,positive,scale,18.936350139396943
EDDF,positive,scale,17.96254196055461
EDDF,positive,scale,19.40047576547476
EDDF,positive,scale,19.179168069853723
EDDF,positive,scale,19.027091780191093
EDDF,positive,scale,19.143051110344523
EDDF,positive,scale,19.1773236862489
EDDF,positive,scale,17.888029125622985
EDDF,positive,scale,19.37824974653857
EDDF,positive,scale,19.261129569784828
EDDF,positive,scale,20.93689974818739
EDDF,positive,scale,19.50062534864646
EDDF,positive,scale,19.265529768678153
EDDF,positive,scale,18.963156367838906
EDDF,positive,scale,17.09856510748743
EDDF,positive,scale,18.410134317391147
EDDF,positive,scale,18.934051889417056
EDDF,positive,scale,20.101984569741738
EDDF,positive,scale,19.042409523960544
EDDF,positive,scale,19.87034351865547
EDDF,positive,scale,19.216398108124167
EDDF,positive,scale,19.649294781620256
EDDF,positive,scale,18.87776687343834
EDDF,positive,scale,19.075434415761926
EDDF,positive,scale,19.24738103851697
EDDF,positive,scale,19.562044062933857
EDDF,positive,scale,18.926573539557992
EDDF,positive,scale,19.380509728390592
EDDF,positive,scale,19.195757440885252
EDDF,positive,scale,19.173310522995187
EDDF,positive,scale,18.97875193466992
EDDF,positive,scale,18.300985485229898
EDDF,positive,scale,18.37048002915854
EDDF,positive,scale,19.300963322346558
EDDF,positive,scale,19.06580302431324
EDDF,positive,scale,18.165862973454765
EDDF,positive,scale,19.315947195097074
EDDF,positive,scale,19.60192568131981
EDDF,positive,scale,18.344477922526586
EDDF,positive,scale,19.018932278829006
EDDF,positive,scale,18.19240874223876
EDDF,positive,scale,18.349434733495084
EDDF,positive,scale,19.054901192253062
EDDF,positive,scale,21.085262419449027
EDDF,positive,scale,19.235840579374624
EDDF,positive,scale,19.086216569954043
EDDF,positive,scale,19.147098949067328
EDDF,positive,scale,19.723072729120016
EDDF,positive,scale,18.7838964894444
EDDF,positive,scale,17.6219701915459
EDDF,positive,scale,19.533890961165483
EDDF,positive,scale,20.358891172201176
EDDF,positive,scale,19.30798259758913
EDDF,positive,scale,19.71067465639884
EDDF,positive,scale,19.172977561112788
EDDF,positive,scale,19.34048778209516
EDDF,positive,scale,19.319037096929602
EDDF,positive,scale,19.303866892551085
EDDF,positive,scale,21.04992714336323
EDDF,positive,scale,19.911175221002285
EDDF,positive,scale,17.406121604806525
EDDF,positive,scale,19.595753368484356
EDDF,positive,scale,18.9786709868472
EDDF,positive,scale,20.278455060619258
EDDF,positive,scale,18.557594967990298
EDDF,positive,scale,19.185444506832496
EDDF,positive,scale,19.328877063154668
EDDF,positive,scale,20.13493241452113
EDDF,positive,scale,18.699777830233508
EDDF,positive,scale,19.190744682153703
EDDF,positive,scale,19.40336350900783
EDDF,positive,scale,18.9694138323611
EDDF,positive,scale,19.219635530189315
EDDF,positive,scale,19.630996941841545
EDDF,positive,scale,19.234472727484317
EDDF,positive,scale,19.194887514141854
EDDF,positive,scale,19.316921984932286
EDDF,positive,scale,19.206509345504127
EDDF,positive,scale,18.284312884123356
EDDF,positive,scale,19.90993372684865
EDDF,positive,scale,18.838206963269286
EDDF,positive,scale,18.899330734469434
EDDF,positive,scale,19.150847124481174
EDDF,positive,scale,19.250277741076324
EDDF,positive,scale,20.05436024546868
EDDF,positive,scale,19.109298143831214
EDDF,positive,scale,19.694329192598072
EDDF,positive,scale,19.168946239749328
EDDF,positive,scale,19.414448416746716
EDDF,positive,scale,18.171476821080226
EDDF,positive,scale,19.404522225524715
EDDF,positive,scale,18.553936891525254
EDDF,positive,scale,19.097288746356718
EDDF,positive,scale,17.38772703069234
EDDF,positive,scale,18.928974930713608
EDDF,positive,scale,18.79607459363743
EDDF,positive,scale,18.904953591800723
EDDF,positive,scale,19.12735100411325
EDDF,positive,scale,18.973834771804718
EDDF,positive,scale,18.843094343934027
EDDF,positive,scale,19.684154966976436
EDDF,positive,scale,20.129360247517106
EDDF,positive,scale,17.410598253531933
EDDF,positive,scale,19.435118791165102
EDDF,positive,scale,19.49470824703623
EDDF,positive,scale,18.651968396399486
EDDF,positive,scale,20.247782287418985
EDDF,positive,scale,18.845717240478947
EDDF,positive,scale,19.134519327607116
EDDF,positive,scale,18.954517932137428
EDDF,positive,scale,18.293867335579534
EDDF,positive,scale,19.85415611243502
EDDF,positive,scale,18.933562306388367
EDDF,positive,scale,19.123824492960637
EDDF,positive,scale,20.04592930287376
EDDF,positive,scale,18.81296615515585
EDDF,positive,scale,20.333288429797744
EDDF,positive,scale,19.644751022323334
EDDF,positive,scale,19.243162491686956
EDDF,positive,scale,18.446977033685428
EDDF,positive,scale,18.874426513252992
EDDF,positive,scale,18.413917883609827
EDDF,positive,scale,17.441807178046425
EDDF,positive,scale,18.418922093812327
EDDF,positive,scale,22.176905468407735
EDDF,positive,scale,19.61662513818993
EDDF,positive,scale,19.714932581569187
EDDF,positive,scale,19.10948637236106
EDDF,positive,scale,19.153598726783244
EDDF,positive,scale,18.684101436097016
EDDF,positive,scale,18.886148124066878
EDDF,positive,scale,18.66236511830457
EDDF,positive,scale,19.44880353662609
EDDF,positive,scale,18.937096580042542
EDDF,positive,scale,19.244385916249477
EDDF,positive,scale,19.002780611503177
EDDF,positive,scale,19.31832011766491
EDDF,positive,scale,20.176027010959196
EDDF,positive,scale,18.975216498187063
EDDF,positive,scale,18.773999124854875
EDDF,positive,scale,19.585802362890707
EDDF,positive,scale,18.277461291388732
EDDF,positive,scale,18.779067608374877
EDDF,positive,scale,19.426783492088664
EDDF,positive,scale,18.71049563086417
EDDF,positive,scale,19.411256175702917
EDDF,positive,scale,19.160382526802838
EDDF,positive,scale,17.823747539518187
EDDF,positive,scale,19.23927412279594
EDDF,positive,scale,19.938790818531444
EDDF,positive,scale,19.5237782306182
EDDF,positive,scale,19.728223521766427
EDDF,positive,scale,19.143620951794958
EDDF,positive,scale,18.56896160341571
EDDF,positive,scale,19.33100544585792
EDDF,positive,scale,18.653559133865123
EDDF,positive,scale,19.6675483390309
EDDF,positive,scale,19.428633523229088
EDDF,positive,scale,19.222385937264647
EDDF,positive,scale,19.375908559213336
EDDF,positive,scale,19.511238270655056
EDDF,positive,scale,18.57159511629525
EDDF,positive,scale,19.4490924162901
EDDF,positive,scale,19.212770222916504
EDDF,positive,scale,19.23137558989068
EDDF,positive,scale,19.561472753954547
EDDF,positive,scale,17.986258354968676
EDDF,positive,scale,21.015851845733085
EDDF,positive,scale,18.518520217654242
EDDF,positive,scale,18.381636419738165
EDDF,positive,scale,18.92003103894059
EDDF,positive,scale,17.907244444830248
EDDF,positive,scale,19.439758387226608
EDDF,positive,scale,18.545066634660763
EDDF,positive,scale,19.45932230294558
EDDF,positive,scale,19.462288030112937
EDDF,positive,scale,19.351508189643873
EDDF,positive,scale,19.621043860544134
EDDF,positive,scale,20.832736248461263
EDDF,positive,scale,19.238298763742446
EDDF,positive,scale,19.277361139675826
EDDF,positive,scale,18.95447738896461
EDDF,positive,scale,20.295762421543888
EDDF,positive,scale,19.49149066745619
EDDF,positive,scale,19.402129476519693
EDDF,positive,scale,19.142603869816504
EDDF,positive,scale,20.806513496438626
EDDF,positive,scale,18.871559025867892
EDDF,positive,scale,18.275780913133797
EDDF,positive,scale,18.677087564025932
EDDF,positive,scale,18.574608140562464
EDDF,positive,scale,19.112129465782417
EDDF,positive,scale,19.53080455728476
EDDF,positive,scale,19.551943656605175
EDDF,positive,scale,19.60790602974613
EDDF,positive,scale,18.90798997332584
EDDF,positive,scale,19.325748656785258
EDDF,positive,scale,18.921768811584556
EDDF,positive,scale,18.491891987045264
EDDF,positive,scale,18.398374022563907
EDDF,positive,scale,19.295220236341773
EDDF,positive,scale,19.083659648511407
EDDF,positive,scale,19.34009338450574
EDDF,positive,scale,16.626128861317873
EDDF,positive,scale,19.262799616650923
EDDF,positive,scale,18.9168069474874
EDDF,positive,scale,19.604934540934188
EDDF,positive,scale,19.12967542652833
EDDF,positive,scale,19.139246751099463
EDDF,positive,scale,17.795571942038762
EDDF,positive,scale,19.341164230192376
EDDF,positive,scale,18.92053927561216
EDDF,positive,scale,18.969932016454216
EDDF,positive,scale,18.887840139952086
EDDF,positive,scale,18.767665443198418
EDDF,positive,scale,19.580564187247376
EDDF,positive,scale,18.862210899990977
EDDF,positive,scale,19.995535607059185
EDDF,positive,scale,19.12630489968567
EDDF,positive,scale,16.995156956385685
EDDF,positive,scale,18.95983710359201
EDDF,positive,scale,19.41727743049554
EDDF,positive,scale,18.951113176294697
EDDF,positive,scale,18.446071101805956
EDDF,positive,scale,18.674778827356334
EDDF,positive,scale,19.314494984739287
EDDF,positive,scale,17.929028652904012
EDDF,positive,scale,19.597583181077958
EDDF,positive,scale,19.016675620065126
EDDF,positive,scale,19.133423246534612
EDDF,positive,scale,19.315762680550822
EDDF,positive,scale,18.461822872813805
EDDF,positive,scale,19.169187264926848
EDDF,positive,scale,19.570341506924976
EDDF,positive,scale,18.044664347246673
EDDF,positive,scale,19.103903094244433
EDDF,positive,scale,18.357432765535954
EDDF,positive,scale,19.663705809632
EDDF,positive,scale,19.114893525651752
EDDF,positive,scale,19.253591773109854
EDDF,positive,scale,19.084013700822812
EDDF,positive,scale,19.421080596283417
EDDF,positive,scale,19.508400135495044
EDDF,positive,scale,18.36568047569719
EDDF,positive,scale,19.055345040726436
EDDF,positive,scale,19.249598253572465
EDDF,positive,scale,20.057924381839157
EDDF,positive,scale,19.38176009433228
EDDF,positive,scale,19.17259699917463
EDDF,positive,scale,19.983134174368303
EDDF,positive,scale,19.462342590860338
EDDF,positive,scale,19.272098170747878
EDDF,positive,scale,19.51880829313695
EDDF,positive,scale,19.02594984550463
EDDF,positive,scale,18.92640406065447
EDDF,positive,scale,18.76817986281245
EDDF,positive,scale,18.48860060635007
EDDF,positive,scale,19.248251112314946
EDDF,positive,scale,18.954775441417894
EDDF,positive,scale,18.7926117954017
EDDF,positive,scale,19.258582479078264
EDDF,positive,scale,18.871575757473416
EDDF,positive,scale,20.68079298243026
EDDF,positive,scale,19.42497515251314
EDDF,positive,scale,19.957809341684133
EDDF,positive,scale,18.86708015815467
EDDF,positive,scale,19.176367594326624
EDDF,positive,scale,20.257918077714336
EDDF,positive,scale,19.40927345807605
EDDF,positive,scale,17.655796855417037
EDDF,positive,scale,19.180103681667052
EDDF,positive,scale,19.671023863230534
EDDF,positive,scale,19.336238600094383
EDDF,positive,scale,19.017132473854517
EDDF,positive,scale,19.207128412755115
EDDF,positive,scale,18.748451247687004
EDDF,positive,scale,17.945491095403447
EDDF,positive,scale,19.238763140263217
EDDF,positive,scale,18.869636382939582
EDDF,positive,scale,19.545974002890517
EDDF,positive,scale,18.369582041975
EDDF,positive,scale,18.930437266449925
EDDF,positive,scale,20.10220558484026
EDDF,positive,scale,20.838910981510843
EDDF,positive,scale,20.044896062553146
EDDF,positive,scale,18.424999417415307
EDDF,positive,scale,20.983046502273893
EDDF,positive,scale,18.986123823172214
EDDF,positive,scale,20.155698386469872
EDDF,positive,scale,18.95563647302111
EDDF,positive,scale,18.83041897970297
EDDF,positive,scale,19.082620344889882
EDDF,positive,scale,18.747658897596743
EDDF,positive,scale,20.052359815688476
EDDF,positive,scale,19.402383126858464
EDDF,positive,scale,17.51418892717725
EDDF,positive,scale,19.595071639863516
EDDF,positive,scale,19.539597500165527
EDDF,positive,scale,17.850010156156557
EDDF,positive,scale,19.361639714339326
EDDF,positive,scale,18.693717816690405
EDDF,positive,scale,20.6629601960177
EDDF,positive,scale,19.127097260970935
EDDF,positive,scale,18.809565128155818
EDDF,positive,scale,18.46597704297986
EDDF,positive,scale,19.25932484873765
EDDF,positive,scale,19.416073872687946
EDDF,positive,scale,19.331534742821958
EDDF,positive,scale,18.876559723468475
EDDF,positive,scale,20.738013219090355
EDDF,positive,scale,20.72541802817694
EDDF,positive,scale,20.59650810120494
EDDF,positive,scale,19.226598672543894
EDDF,positive,scale,18.591727995748187
EDDF,positive,scale,19.89862345257783
EDDF,positive,scale,18.943069935774616
EDDF,positive,scale,18.95314922890944
EDDF,positive,scale,19.140395968614435
EDDF,positive,scale,19.068075820144855
EDDF,positive,scale,19.573806743256497
EDDF,positive,scale,18.927254086568222
EDDF,positive,scale,20.60880014275834
EDDF,positive,scale,19.821167359454176
EDDF,positive,scale,18.764797217098884
EDDF,positive,scale,22.986979040447185
EDDF,positive,scale,18.362297256724286
EDDF,positive,scale,19.629922828478385
EDDF,positive,scale,19.806726797879843
EDDF,positive,scale,19.158132470750182
EDDF,positive,scale,19.22881874691914
EDDF,positive,scale,17.955592351766015
EDDF,positive,scale,19.576768553194253
EDDF,positive,scale,19.075045098686235
EDDF,positive,scale,19.289544556319584
EDDF,positive,scale,21.311431003709696
EDDF,positive,scale,19.30523349898438
EDDF,positive,scale,18.438873790717096
EDDF,positive,scale,20.15023503891436
EDDF,positive,scale,18.996184702895007
EDDF,positive,scale,19.4059554484314
EDDF,positive,scale,18.418039173630675
EDDF,positive,scale,18.93038669622949
EDDF,positive,scale,19.068943351587706
