Airport,Airport_Name,Delay_Type,Distribution,Shape_c,Shape_d,Location,Scale,Mean,Variance,Median,P25,P75,P90,P95,KS_Statistic,P_value,Log_Likelihood,AIC,BIC,Sample_Size,Data_Mean,Data_Std,Data_Median,Data_P90,Data_P95
EDDM,Munich,negative,Burr XII,4.06866204195399,0.23658675793604247,0.016666666666666663,13.102200554003435,7.653199867093102,39.47394930846224,6.4802651132472535,3.1225975166096456,10.61110601940823,15.11891959720711,18.583831167974193,0.01720863182200638,1.7335580555539838e-51,-591981.8372257332,1183971.6744514664,1184012.468266246,198482,7.6009586091769865,7.92147187104342,6.266666666666667,15.4,18.7
EGKK,London Gatwick,positive,Burr XII,2.8100467912622977,0.3672942718274061,0.016104332224497014,26.19016310539634,19.080968463912367,484.8979043051844,14.202270765878483,6.908970445189298,24.644713145278104,38.78119597578257,51.476114878026166,0.004754572118961797,3.96282300094602e-05,-937484.9197670035,1874977.839534007,1875019.38390022,239448,18.884842777276624,19.21330664973444,14.066666666666666,39.25,51.71666666666667
EGKK,London Gatwick,negative,Burr XII,3.406759517262027,0.26068551858028577,0.016666666666666663,13.350102409454022,7.969262776661731,59.72306490314744,6.265180038674392,2.8233059691747275,10.885354810609114,16.39780986653215,20.909094021877852,0.023337200279406056,1.0503108130968291e-36,-230607.60699036167,461223.21398072335,461260.2029916576,76669,7.713004821592387,10.102834420217105,5.933333333333334,16.153333333333283,19.816666666666666
LIRF,Rome Fiumicino,positive,Burr XII,2.4696764854227524,0.36893216004703,0.016666666666666663,16.472972943119686,12.26916633289813,353.5281273796504,8.249300347131568,3.648706763910355,15.41670145013581,25.806314397400012,35.61000932663419,0.00924766240433783,8.03239894591719e-12,-531241.3255448524,1062490.6510897048,1062530.413810909,153381,12.011612368328974,14.596230065804358,8.066666666666666,25.783333333333335,35.55
LIRF,Rome Fiumicino,negative,Burr XII,4.799174721441281,0.1958969670723912,0.016666666666666663,17.66911527930831,9.714113322724105,54.556934284195876,8.521934505840074,4.061492836496947,13.75721944995574,18.980037825997805,22.734824360483266,0.016689415860753343,6.843967620329532e-47,-622243.9831469733,1244495.9662939466,1244536.6278798415,192028,9.866466088278791,8.870998367082688,8.283333333333333,19.95,24.066666666666666
EIDW,Dublin,positive,Burr XII,2.5292886481524883,0.3624687624152444,0.016666666666666663,18.50274250922053,13.556901039042813,385.3466820612192,9.270741692502959,4.131192628340798,17.167756272137826,28.450036933223405,38.983420982434794,0.007278855299730699,1.2390942184220118e-06,-480705.41443205526,961418.8288641105,961458.0765670873,134851,13.267576683401188,15.33920079396485,9.233333333333333,28.116666666666667,38.13333333333333
EIDW,Dublin,negative,Burr XII,4.097731649138716,0.22459805631358098,0.016666666666666663,17.8686894569638,10.141893567610648,71.59002011672892,8.527322432905763,3.9807666546458025,14.16913764809974,20.269496331338683,24.92086385232565,0.018586164570503383,7.921447649701774e-40,-427647.6887524662,855303.3775049323,855342.5181909829,131291,9.9742213860813,9.451497072490566,8.183333333333334,20.516666666666666,24.783333333333335
LATI,Tirana,positive,Burr XII,3.7244882106255277,0.25103706708525275,0.016666666666666663,18.20550482127937,10.78722788129051,90.86642146165353,8.84452421076065,4.154230110226247,14.848310048906864,21.699526498735914,27.134872299846528,0.017707183156301265,1.1043823437238089e-06,-78203.93683263783,156415.87366527566,156448.03935223017,22958,11.3639276069344,11.076495831104415,8.8,23.133333333333333,29.666666666666668
LATI,Tirana,negative,Burr XII,2.7141546369996314,0.35322079377910254,0.016666666666666663,11.696080993041264,8.35331351445844,108.50756345049416,6.018336701690481,2.7914741730820416,10.76451362243318,17.280978702662694,23.192117853004497,0.012552380039649313,0.03015468120080267,-40771.69621546108,81551.39243092216,81581.36969325214,13284,8.034234166415738,8.064486191654321,6.016666666666667,16.883333333333333,21.844999999999953
LQSA,Sarajevo,positive,Burr XII,2.937032977381636,0.33097223781375706,0.016666666666666663,18.735764577307428,12.786900270339325,199.23051084139334,9.620142964776113,4.541232298702007,16.785762803070373,26.184558034830832,34.432813777599,0.009083747264195363,0.4136611323160637,-33279.90692269632,66567.81384539264,66596.4318873407,9457,12.629323957562299,12.26517723552171,9.433333333333334,26.496666666666655,34.86999999999998
LQSA,Sarajevo,negative,Burr XII,2.7886175945594838,0.32379056012997187,0.016666666666666663,11.729587889400989,7.914515733063623,92.72402873264649,5.710026256020958,2.5556756735815704,10.330565296610565,16.54034105063051,22.08338764601883,0.028603985549554345,0.00046010531752210836,-15701.161098167764,31410.322196335528,31436.47566604212,5107,8.090761046929051,8.03838492670052,6.0,17.366666666666667,21.694999999999997
LBSF,Sofia,positive,Burr XII,2.6745515437240845,0.34962964057854873,0.016666666666666663,15.997682682554775,11.363344571046051,214.7397576785747,8.074091492588213,3.675332404264557,14.617050619278666,23.662223028542403,31.907004840047957,0.00842615712320488,0.016477939382892083,-114715.1219280684,229438.2438561368,229471.9513914707,33755,11.16187429022861,12.027480071631004,7.95,23.9,32.21666666666667
LBSF,Sofia,negative,Burr XII,3.3554797056501418,0.27113690550032044,0.0166666666666666,15.993093701623835,9.752646705148747,90.2925727372302,7.663954808679966,3.507747523711903,13.247520203975046,19.98364862680538,25.54389124833054,0.01042554917419436,0.0011947991803562897,-111042.08887642162,222092.17775284324,222125.92760538805,34114,9.817724394676672,9.652353270469355,7.633333333333334,20.2,25.25
LBBG,Burgas,positive,Burr XII,2.570852937708233,0.3555400481338682,0.016666666666666663,16.38985862798151,11.828996535809724,274.19791317410477,8.16696810364673,3.6420466569428274,15.062766877339328,24.81305659696279,33.84689474514646,0.01178635517027632,0.10708644812529156,-36190.33846401954,72388.67692803909,72417.71611596184,10507,11.806298975286317,16.045363110327294,8.0,25.516666666666666,33.56166666666665
LBBG,Burgas,negative,Burr XII,3.489169606949689,0.2791978520443067,0.016666666666664887,15.840353438895878,9.881998882180074,81.92773126240745,7.989425376160521,3.841493889526807,13.396623912575993,19.824692067674963,25.080772004297177,0.011934431555837732,0.06167230338564389,-39669.342620366515,79346.68524073303,79376.31708459726,12185,9.877353303241692,9.444569202158686,7.866666666666666,20.1,25.233333333333334
LDZA,Zagreb,positive,Burr XII,2.721836469977589,0.3503845096608995,0.016666666666666663,15.626560737003452,11.095438133752333,190.42921535449264,7.99602144426595,3.694987810569311,14.317616140759226,22.978491926148962,30.82233185385763,0.007561546184692902,0.06919189896826972,-98930.09410752342,197868.18821504683,197901.33953970292,29373,10.809658529942464,10.957178004517626,7.883333333333334,23.05,30.473333333333297
LDZA,Zagreb,negative,Burr XII,3.8358949769265855,0.2336424249176281,0.016666666666666663,13.739056831049695,7.8569328058438535,47.85060545975457,6.444348319427383,2.9440940148724493,10.921872671604218,15.925528306053435,19.830447533550277,0.030525300953055612,5.231634993057704e-18,-65663.61368126309,131335.22736252617,131367.1692913265,21709,7.774417676232592,7.770380983041417,6.016666666666667,16.23666666666668,20.266666666666666
LDSP,Split,positive,Burr XII,2.7926645305802866,0.3483585391171928,0.01666666666666665,16.47247265540222,11.628448671965407,190.23932249414335,8.531807281123495,4.005359367961176,15.079726102972549,23.928786519163456,31.864538713085608,0.00642725452733961,0.41218096205126953,-64994.6990932642,129997.3981865284,130028.79768966074,18956,11.57331188014349,14.640928054329528,8.45,24.34166666666667,32.05416666666667
LDSP,Split,negative,Burr XII,3.33291623763517,0.2497792765554624,0.016666666666666663,12.434515241005748,7.207319918486744,53.46533846337352,5.53003257211993,2.3713659302160246,9.880747053503367,15.105639965653243,19.394053654126896,0.018445352915964566,0.0013587703626813338,-31648.108710130655,63304.21742026131,63333.32979015742,10701,7.1943385353393765,6.88193930411747,5.433333333333334,15.45,19.716666666666665
LDDU,Dubrovnik,positive,Burr XII,2.722519177783608,0.3564242592987803,0.016666666666664404,15.730147740723776,11.288968378684562,194.8853645694513,8.166206354786858,3.8149497302940065,14.545435961604314,23.296869168582603,31.231067001996163,0.006324828908631737,0.6624030829288066,-44951.26874604332,89910.53749208665,89940.50027476282,13236,11.190271481817268,12.107326990984786,8.125,23.441666666666666,31.316666666666666
LDDU,Dubrovnik,negative,Burr XII,3.5086898332130616,0.2403150120407126,0.016666666666666663,13.568228586956812,7.745922380204781,55.94562454083313,6.078853286461394,2.640188343473322,10.703860135322698,16.103168446700177,20.445260047002193,0.019436322569469158,0.00178852090359516,-28129.88801420811,56267.77602841622,56296.31547733942,9273,7.8047934864660835,7.4782485545378075,5.966666666666667,16.65,20.7
BKPR,Pristina,positive,Burr XII,3.046937642923757,0.3222085723343522,0.016666666666666108,18.181670459709363,12.210480069726207,164.38313101462168,9.36290412564965,4.46629741273231,16.140011895697132,24.849266382397534,32.38091061676584,0.010807895194096195,0.0936599529213652,-45404.37135350289,90816.74270700577,90846.65561827418,13072,12.097430895552836,11.476352619083471,9.166666666666666,25.166666666666668,32.274166666666645
BKPR,Pristina,negative,Burr XII,3.4638142362494317,0.26385594777236154,0.016666666666666663,12.497146229065097,7.534859626877932,50.67696772123626,5.998667260281806,2.762798882797422,10.28430067179902,15.36450583189078,19.50524048209594,0.010847872778373346,0.2969772649551773,-24011.055436929702,48030.110873859405,48058.089052892705,8059,7.464081565123878,7.29167329720953,5.95,15.373333333333328,19.103333333333318
LYTV,Tivat,positive,Burr XII,2.66279401687978,0.35438162672169127,0.016666666666666663,16.809438433380222,12.047929352623873,243.90832068705038,8.555848931564727,3.9145924472060494,15.46593519284,25.05138357865693,33.81102969362735,0.012839146194498108,0.13935270673176425,-27912.4695078741,55832.9390157482,55860.91421563538,8053,11.885328449025208,12.01044923619081,8.6,25.580000000000002,35.00666666666666
LYTV,Tivat,negative,Burr XII,4.21928766953368,0.21044954547807795,0.01666666666666666,14.349218275350959,7.907360321689812,43.40843173809937,6.649569541866692,3.029217130117014,11.14436753797656,15.909564683377512,19.48531193017443,0.024351634334596195,0.0020802322743620665,-17451.73871620839,34911.47743241678,34938.1239915999,5777,7.858106860538919,7.857006403897023,6.316666666666666,15.966666666666667,19.539999999999996
LWSK,Skopje,positive,Burr XII,3.0691488585883957,0.3150291371183618,0.01666666666665823,18.043696979256964,11.956196554235376,156.53696709686105,9.170312698341332,4.3356723984650305,15.854015080308645,24.394171409843093,31.748316820975763,0.01995618524116477,0.00022937344098184303,-39279.9893940834,78567.9787881668,78597.33512947826,11374,11.864726569368738,12.55112632712954,8.933333333333334,24.733333333333334,32.44500000000001
LWSK,Skopje,negative,Burr XII,3.814574215596111,0.23225913403507076,0.016666666666666653,16.96108309645213,9.64922044829541,73.51224082993987,7.879648898828722,3.5664017201821334,13.425545446530764,19.634510122793927,24.484727197313536,0.02354014809432947,4.9297919870714226e-05,-30721.887703453198,61451.775406906396,61480.43636049865,9559,9.406365728632702,8.134417233205788,7.466666666666667,19.766666666666666,24.485000000000007
