source,target,best_lag,p_value
EGLL,LFPG,1,5.05502894756212e-07
EGLL,EHAM,1,0.0012621377175287924
EGLL,EDDF,3,0.002092072270666822
EGLL,LEMD,1,4.145663467081289e-05
EGLL,LEBL,2,4.371029921208959e-08
EGLL,EDDM,5,0.04041683979732037
EGLL,EGKK,1,4.434534083605981e-07
EGLL,LIRF,3,0.04808038630571936
EGLL,EIDW,7,2.720669493730617e-08
EGLL,LATI,5,0.0009724063352092212
EGLL,LQSA,3,0.0029279837096384117
EGLL,LBSF,7,2.2434070399779538e-05
EGLL,LBBG,8,0.0011990774107558508
EGLL,LDZA,5,8.401895992229093e-06
EGLL,LDSP,3,1.9839204631083584e-07
EGLL,LDDU,2,0.00030139086869368823
EGLL,BKPR,2,3.278790582414764e-05
EGLL,LYTV,2,0.06972917100609338
EGLL,LWSK,5,1.294850303166855e-05
LFPG,EGLL,1,7.202958844406527e-05
LFPG,EHAM,3,0.0002479017715753082
LFPG,EDDF,3,0.07003355423326628
LFPG,LEMD,4,1.5940870462911203e-05
LFPG,LEBL,5,2.8746390849697965e-12
LFPG,EDDM,2,0.05871533967489492
LFPG,EGKK,1,4.8430462054902994e-05
LFPG,LIRF,2,0.00012338423402612818
LFPG,EIDW,6,2.6630610687342256e-12
LFPG,LATI,7,0.005861892959548596
LFPG,LQSA,2,1.1921163344147254e-05
LFPG,LBSF,6,4.86974016642081e-07
LFPG,LBBG,8,0.000708996851943106
LFPG,LDZA,4,0.0005748877010255393
LFPG,LDSP,2,1.1544002807256422e-08
LFPG,LDDU,1,0.00012680781614218402
LFPG,BKPR,1,0.00011191332011962014
LFPG,LYTV,1,0.07812236899159244
LFPG,LWSK,5,0.0018483977418192051
EHAM,EGLL,1,1.4151211082469972e-09
EHAM,LFPG,1,8.258243808493324e-05
EHAM,EDDF,7,0.04020438297198826
EHAM,LEMD,2,0.06654301372927084
EHAM,LEBL,3,1.0181842826960699e-05
EHAM,EDDM,4,0.0010036519278202993
EHAM,EGKK,7,6.21695046948822e-06
EHAM,LIRF,7,0.08543699710961854
EHAM,EIDW,7,9.711841043172935e-05
EHAM,LATI,1,0.008582662871219688
EHAM,LQSA,1,0.0007573000018379179
EHAM,LBSF,7,4.28456356684278e-09
EHAM,LBBG,8,0.061099785118340556
EHAM,LDZA,6,7.806748185711017e-12
EHAM,LDSP,3,9.301393966532374e-05
EHAM,LDDU,1,0.0006409913097064765
EHAM,BKPR,3,0.0037606474491356473
EHAM,LYTV,6,0.04099066970212291
EHAM,LWSK,5,1.2035648112309352e-07
EDDF,EGLL,2,1.0447274017322047e-05
EDDF,LFPG,8,3.4151883126088542e-09
EDDF,EHAM,7,1.321744269982241e-09
EDDF,LEMD,3,9.27839085585177e-09
EDDF,LEBL,5,0.0001703825803680017
EDDF,EDDM,7,2.991582307403971e-07
EDDF,EGKK,3,0.006317018433851425
EDDF,LIRF,7,6.680633851583416e-06
EDDF,EIDW,8,3.747767881853577e-05
EDDF,LATI,6,0.006590250884667495
EDDF,LQSA,7,0.17574042898193967
EDDF,LBSF,8,2.9156249651216336e-05
EDDF,LBBG,1,0.07891483803288606
EDDF,LDZA,8,0.12452534845328282
EDDF,LDSP,3,0.009591416475849124
EDDF,LDDU,5,0.12734685321644656
EDDF,BKPR,2,0.00785836553001488
EDDF,LYTV,1,0.09390323059439809
EDDF,LWSK,7,0.08955013173802326
LEMD,EGLL,1,0.03422427965610093
LEMD,LFPG,1,0.013365859528004693
LEMD,EHAM,8,0.027158113313306868
LEMD,EDDF,2,0.2148690999678569
LEMD,LEBL,1,0.00038130711301682837
LEMD,EDDM,7,0.006789406188750217
