airport,distribution,n_samples,log_likelihood,aic,ks_statistic,p_value,parameters,data_support,units
LEBL,normal,382419,-1616103.0311097964,3232210.0622195927,0.1064864078266381,0.0,"(np.float64(6.526223984686954), np.float64(16.56119566452591))",signed,minutes
LEBL,nct,382419,-1533256.3751005079,3066520.7502010157,0.0038675402121730595,2.1449528903117786e-05,"(np.float64(3.5637040554700583), np.float64(1.1375195408812988), np.float64(-7.235635045237606), np.float64(9.303485110351334))",signed,minutes
LEBL,lognorm,250813,-906404.3941014849,1812814.7882029698,0.02643198751012038,1.1657313352310442e-152,"(np.float64(0.889212242276499), -1.1468904484629279, np.float64(10.098087833769366))",positive,minutes
LEBL,gamma,250813,-2110028.0894162212,4220062.1788324425,0.865067942554714,0.0,"(np.float64(0.08560511471595053), np.float64(0.016666666666666663), np.float64(3.3845936073232767))",positive,minutes
LEBL,burr12,250813,-902132.6884569763,1804273.3769139526,0.015316016895920825,1.5482579751677635e-51,"(np.float64(1.209842093342109), np.float64(3.9851356604105095), np.float64(0.005381053947927359), np.float64(36.610349285612756))",positive,minutes
LEBL,gengamma,250813,-903853.3588573597,1807714.7177147195,0.022662563911667766,2.4778255335160835e-112,"(np.float64(2.119763303327516), np.float64(0.6770433807775502), np.float64(-0.023418515002686116), np.float64(3.889882073109915))",positive,minutes
LEBL,lomax,250813,-904892.9067306981,1809791.8134613961,0.046998751016342766,0.0,"(np.float64(14.897850652204106), np.float64(0.013511922202785853), np.float64(187.05513814126988))",positive,minutes
LEBL,invgauss,250813,-907074.95234101,1814155.90468202,0.026770738516525894,1.3772420681461703e-156,"(np.float64(0.8952854739181528), np.float64(-1.9318845212279918), np.float64(17.394298742710962))",positive,minutes
LEBL,expon,250813,-905900.3472385724,1811804.6944771449,0.03077093886444393,9.423959045862816e-207,"(0.016666666666666666, 13.624309146655076)",positive,minutes
