airport,distribution,n_samples,log_likelihood,aic,ks_statistic,p_value,parameters,data_support,units
EDDF,normal,572933,-2517644.498821333,5035292.997642666,0.10989030040014625,0.0,"(np.float64(3.7038669733924676), np.float64(19.596877128310535))",signed,minutes
EDDF,nct,572933,-2369464.884952071,4738937.769904142,0.00612069304013485,4.528534963729878e-19,"(np.float64(3.6573120838931144), np.float64(1.1267897727242249), np.float64(-11.701991419477356), np.float64(10.663943244780334))",signed,minutes
EDDF,lognorm,311706,-1148860.023163956,2297726.046327912,0.025661755288905463,9.451259568323967e-179,"(np.float64(0.9690748214091435), -0.9049351801351045, np.float64(9.956162090093096))",positive,minutes
EDDF,gamma,311706,-2796196.635414064,5592399.270828128,0.8789707547934253,0.0,"(np.float64(0.06703231449101593), np.float64(0.016666666666666663), np.float64(3.3992376374733246))",positive,minutes
EDDF,burr12,311706,-1143142.8626618194,2286293.725323639,0.010175419942738573,1.8399622399977703e-28,"(np.float64(1.1359767154790255), np.float64(4.158872399908842), np.float64(0.012667099964404512), np.float64(42.70372550342745))",positive,minutes
EDDF,gengamma,311706,-1144724.1847272508,2289456.3694545017,0.017365130061246514,4.44865034683078e-82,"(np.float64(2.038167349722454), np.float64(0.6534845054867068), np.float64(-0.0011740184907929458), np.float64(4.134366248144069))",positive,minutes
EDDF,lomax,311706,-1144624.0110272209,2289254.0220544417,0.029596192996201975,1.2360967203945523e-237,"(np.float64(9.238729941798915), np.float64(0.016666666666648358), np.float64(119.97596766458778))",positive,minutes
EDDF,invgauss,311706,-1149546.5581516935,2299099.116303387,0.026138930642123415,1.9102797288171597e-185,"(np.float64(1.0796381349572648), np.float64(-1.754525962616337), np.float64(15.168408139716547))",positive,minutes
EDDF,expon,311706,-1147508.2654012796,2295020.530802559,0.029829733631400956,2.1528885440351187e-241,"(0.016666666666666666, 14.605236077158175)",positive,minutes
