Unnamed: 0,distribution,aic,ks_statistic,p_value,parameters,airport,n_samples,log_likelihood
0.0,normal,1117786.9161386343,0.0664075669524235,7.693463528563101e-261,"(np.float64(36.97077185852696), np.float64(907.2892135256737))",,,
1.0,nct,1102500.396101155,0.0043851190233952,0.1463076095240233,"(np.float64(4.084472534564411), np.float64(0.4124835812904037), np.float64(-282.5534549159967), np.float64(621.9317284294534))",,,
2.0,lognorm,1117465.210474815,0.0640646268675714,8.981456457025679e-243,"(np.float64(0.015518101143607703), np.float64(-58297.23323463875), np.float64(58327.1717593413))",,,
3.0,gamma,1134784.6803779367,0.166649189420748,0.0,"(np.float64(365.6528216242518), np.float64(-25765.408183069172), np.float64(70.31084211139503))",,,
,burr12,229724.20211277722,0.013968064591888207,3.770466498056843e-06,"(np.float64(1.1587313856731254), np.float64(5.750803682170339), np.float64(0.011778436309256186), np.float64(45.515380380293195))",LBSF,33755.0,-114858.10105638861
,gengamma,230019.79670335256,0.019127124734351686,3.7012120539072745e-11,"(np.float64(1.5437604269378002), np.float64(0.8057828672520511), np.float64(0.007352782569062579), np.float64(5.982721511978745))",LBSF,33755.0,-115005.89835167628
,lomax,230184.07047998224,0.03713602785711237,6.989638205941414e-41,"(np.float64(24.70093767850481), np.float64(0.01666666666665768), np.float64(263.98632654878486))",LBSF,33755.0,-115089.03523999112
,invgauss,231207.02659335837,0.028851840675074514,7.623552958842585e-25,"(np.float64(0.8611109979066571), np.float64(-1.6890926863410836), np.float64(14.923702376471656))",LBSF,33755.0,-115600.51329667919
,expon,230281.25782363192,0.0289840553359412,4.54820841516454e-25,"(0.016666666666666666, 11.14520762356194)",LBSF,33755.0,-115138.62891181596
